-5.65297,50.04189,"Porthcurno, Minack Theatre","+441736810694 "
-5.53732,50.11776,"Penzance, Acorn Theatre","+441736363545 "
-5.48257,50.21118,"St Ives, St Ives Theatre","+441736797007 "
-5.06497,50.14692,"Falmouth, Princess Pavilion","+441326311277 "
-5.0587,50.26173,"Truro, Redannick Theatre","+441872222272 "
-5.05595,50.40091,"Lane, Lane Theatre","+441637876945 "
-5.03995,51.71464,"Torch Theatre","+441646695267 "
-4.65961,52.08626,"Theatre Mwldan","+441239621200 "
-4.64781,51.97158,"Theatr Y Gromlech","+441239831455 "
-4.35521,50.80858,"Holsworthy, HATS Theatre","+441409253826 "
-4.30528,51.85675,"Carmarthen, Lyric","+441267232632 "
-4.17457,50.37307,"Devonport, Playhouse","+441752606507 "
-4.16849,52.1952,"Theatr Felinfach","+441570470697 "
-4.14528,50.37001,"Plymouth, Theatre Royal","+441752267222 "
-4.13515,50.3663,"Barbican Theatre","+441752267131 "
-4.0584,51.08075,"Barnstaple, Queens Theatre","+441271324242 "
-3.65178,50.78901,"Crediton, Crediton Arts Centre","+441363773260 "
-3.64399,50.67026,"Sheldon Out Door Theatre","+441647252752 "
-3.57071,50.43525,"Paignton, Palace Theatre","+441803665800 "
-3.53496,50.73602,"Exeter, Northcott Theatre","+441392493493 "
-3.52555,50.72288,"Exeter, Barnfield Theatre","+441392270891 "
-3.51549,50.45772,"Torquay, Toads Theatre Co","+441803299330 "
-3.49486,50.54553,"Teignmouth, Carlton Theatre","+441626778991 "
-3.47621,51.20587,"Regal Theatre","+441643706430 "
-3.47033,50.58036,"Dawlish, Shaftesbury Theatre","+441626863061 "
-3.24303,50.67948,"Sidmouth, Manor Pavilion Theatre","+441395514413 "
-4.04155,51.67484,"Penyrheol Theatre","+441792897039 "
-3.93707,51.61722,"Swansea Little Theatre","+441792473238 "
-3.7986,51.65747,"Neath Little Theatre","+441639643462 "
-3.68509,51.82669,"Abelina Theatre","+441639730205 "
-3.38837,51.9439,"Theatre Brycheinog","+441874611622 "
-3.37666,52.24605,"Theatr (Powys)","+441597824444 "
-3.34001,52.50536,"Theatr Hafren","+441686625007 "
-3.30358,52.52009,"Powys Theatre","+441686626179 "
-3.2702,51.40845,"Memorial Hall Theatre","+441446738622 "
-3.19933,51.79688,"Beaufort Theatre & Ballroom","+441495308996 "
-3.10231,51.01805,"Taunton, The Brewhouse","+441823283244 "
-2.99828,50.7825,"Approximate Music","+441297631607 "
-2.93195,50.72502,"Lyme Regis, Marine Theatre","+441297442394 "
-2.73287,51.13026,"Strode Theatre","+441458442846 "
-2.63542,50.93897,"Yeovil, Octagon Theatre","+441935422884 "
-2.63085,50.93753,"Yeovil, Swan Theatre","+441935428646 "
-2.32365,51.22918,"Memorial Theatre Complex Ltd","+441373462795 "
-2.31181,51.24126,"Merlin Theatre","+441373465949 "
-3.01765,51.82218,"Borough Theatre","+441873850805 "
-2.99231,51.5845,"Dolman Theatre","+441633263670 "
-2.97894,51.35081,"Playhouse Theatre","+441934645544 "
-2.60143,51.45633,"Wickham Theatre","+441179287834 "
-2.59425,51.4522,"Bristol Old Vic","+441179877877 "
-2.58556,51.91413,"Phoenix Theatre","+441989564570 "
-2.36295,51.38214,"Rondo Theatre","+441225463362 "
-2.3451,51.39663,"Rondo Theatre","+441225444003 "
-2.32678,52.11067,"Festival Theatre","+441684892277 "
-2.24069,51.86196,"Kings Theatre","+441452300130 "
-2.23751,52.39749,"Rose Theatre","+441562743745 "
-2.23622,51.85992,"New Olympus Theatre","+441452525917 "
-2.23011,51.86208,"Theatre Production Office","+441452544065 "
-2.22841,52.19702,"Swan Theatre","+441905611427 "
-2.22252,51.30809,"Arc Theatre (Trowbridge)","+441225756376 "
-2.22195,52.19201,"Huntingdon Hall","+441905611427 "
-4.11297,52.8559,"Theatre Ardudwy","+441766780667 "
-3.81547,53.32208,"North Wales Theatre","+441492872000 "
-3.72471,53.29394,"Theatr Colwyn","+441492532668 "
-3.48519,53.31824,"Little Theatre","+441745342229 "
-3.48456,53.32609,"Pavilion Theatre","+441745330000 "
-3.60763,55.06815,"Theatre Royal Guild Of Players","+441387254209 "
-3.56237,54.56688,"Rosehill Theatre","+441946692422 "
-3.54798,54.64471,"Carnegie Theatre & Arts Centre","+441900602122 "
-3.13671,52.66558,"Theatre Clera","+441938554378 "
-2.9959,53.04611,"Grove Park Theatre","+441978351091 "
-2.89402,53.19097,"Chester Gateway Theatre","+441244340392 "
-2.88905,53.19734,"Chester Theatre Club","+441244322674 "
-2.75455,52.70707,"Shrewsbury Music Hall","+441743281281 "
-3.04006,53.43954,"Floral Pavilion Theatre","+441516394360 "
-3.03205,53.38888,"Little Theatre","+441516476593 "
-3.00561,53.65208,"Southport, Theatre & Floral Hall","+441704540404 "
-2.8745,53.55919,"Ormskirk, Rose Theatre","+441695584480 Edge Hill University"
-2.74111,53.27127,"Foxhill Arboretum","+441928739189 "
-2.73347,53.45396,"St Helens Theatre Royal","+441744756333 "
-2.70415,53.7612,"Preston Playhouse Ltd","+441772252288 "
-2.69653,53.7598,"Preston, Guild Hall","+441772203456 "
-2.50899,52.69632,"Belfrey Theatre","+441952222277 "
-2.44038,53.09887,"Crewe Lyceum","+441270537333 "
-2.21455,53.01605,"New Vic Theatre","+441782717954 "
-2.21045,53.16512,"Daneside Theatre","+441260278481 "
-2.1966,53.04635,"Queens Theatre","+441782825800 "
-2.17975,53.02306,"Mitchell Memorial Theatre","+441782235411 "
-2.17604,53.02355,"Regent Theatre & Victoria Hall","+441782213800 "
-2.17152,53.01245,"Stoke On Trent Repertory Theatre","+441782209897 "
-2.62715,53.54706,"Wigan, Little Theatre","+441942242561 "
-2.51377,53.25665,"Harlequin Theatre 01606 44235",""
-2.49166,53.7322,"Blackburn, Thwaites Theatre","+441254685500 Aqueduct Rd"
-2.43649,53.5773,"Bolton, Bolton Little Theatre","+441204524469 "
-2.39689,53.54938,"Farnworth, Little Theatre","+441204303808 "
