-4.26179,52.24293,"Aberaeron, Hive on the Quay","+441545570445 "
-4.0377,52.54494,"Aberdyfi, Penhelig Arms","+441654767215 "
-3.08371,51.838,"Abergavenny, Llanwenarth Hotel & Riverside Restaurant","+441873810550 "
-2.93607,51.78116,"Abergavenny, Llansantffraed Court Hotel","+441873840678 "
-2.92802,51.87601,"Abergavenny, Hunters Moon Inn","+441873821499 "
-1.60837,55.47169,"Alnwick, Cottage Inn","+441665576658 "
-3.01379,54.38872,"Ambleside, Borwick Lodge","+441539436332 "
-2.70011,56.22286,"Anstruther, Waterfront Restaurant","+441333312200 "
-2.69853,56.22246,"Anstruther, Fish Bar","+441333310518 "
-2.49119,54.57754,"Appleby-in-Westmorland, Tufton Arms Hotel","+441768351593 "
-2.522,56.58977,"Auchmithie, The But N Ben","+441241877223 "
-0.87393,51.77763,"Aylesbury, Dinton Hermit","+441296747473 "
-7.37559,57.47272,"Balivanich, Stepping Stone Restaurant","+441870603377 "
-4.92018,55.09751,"Ballantrae, Balkissock Lodge","+441465831537 "
-3.04051,57.05008,"Ballater, Station Restaurant","+441339755050 "
-1.28296,52.09169,"Banbury, George & Dragon","+441295711500 "
-0.88042,51.39589,"Barkham, The Bull","+441189760324 rear Car Park"
-4.07843,52.75004,"Barmouth, Llwyndu Farmhouse","+441341280144 "
-4.05235,52.72031,"Barmouth, The Bistro","+441341281009 "
-4.04466,52.7219,"Barmouth, Bae Abermaw","+441341280550 "
-3.24485,54.66904,"Bassenthwaite Lake, Ouse Bridge Hotel","+441768776322 "
-2.52781,51.33812,"Bath, Hunters Rest Inn","+441761452303 "
-2.36142,51.38337,"Bath, Eastern Eye","+441225422323 "
-2.35841,51.38067,"Bath, Tilleys Bistro","+441225484200 "
-2.35781,51.3831,"Bath, Rajpoot","+441225466833 "
-1.63969,54.26524,"Bedale, Buck Inn","+441677422461 "
-2.26395,55.14496,"Belllingham, Riverdale Hall Hotel","+441434220254 "
-0.75587,52.89794,"Belvoir, Chequers Inn","+441476870701 "
-0.52988,51.77893,"Berkhamsted, Alford Arms","+441442864480 "
-3.80877,53.03925,"Betws-y-Coed, Penmachno Hall","+441690760410 "
-3.80355,53.09238,"Betws-y-Coed, Royal Oak Hotel","+441690710219 "
-1.85742,52.16433,"Bidford-on-Avon, The Bridge","+441789773700 "
-1.89911,52.4804,"Birmingham, San Carlo","+441216330251 "
-3.04878,53.81415,"Blackpool, Raffles Hotel & Tea Rooms","+441253294713 "
-3.84846,56.76599,"Blair Atholl, Atholl Arms Hotel","+441796481205 "
-2.48537,51.75672,"Blakeney, Old Nibley Farmhouse","+441594516770 "
-1.64717,51.90327,"Bledington, Kings Head Inn","+441608658365 "
-3.74016,57.25044,"Boat of Garten, Old Ferrymans House","+441479831370 "
1.01537,51.1725,"Bodsham, Froggies at the Timber Batts","+441233750237 "
-3.14667,54.52302,"Borrowdale, Scafell Hotel","+441768777208 "
0.68002,52.96589,"Brancaster Staithe, White Horse","+441485210262 "
-4.14807,51.95153,"Brechfa, Ty Mawr Country Hotel","+441267202332 "
-3.32547,51.9904,"Brecon, Felin Fach Griffin","+441874620111 "
-0.20823,54.0934,"Bridlington, Georgian Tea Rooms","+441262608600 "
-0.16189,54.11022,"Bridlington, Marton Grange","+441262602034 "
-1.98021,51.55898,"Brinkworth, Three Crowns","+441666510366 "
-2.633,51.47799,"Bristol, Westfield House","+441179626119 "
-2.59457,51.45431,"Bristol, San Carlo Restaurant","+441179226586 "
-2.58707,51.48342,"Bristol, Ganges","+441179245234 "
-0.58216,52.53727,"Bulwick, Queens Head","+441780450272 "
-1.95219,54.04674,"Burnsall, Red Lion Hotel","+441756720204 "
0.84542,52.17749,"Bury St Edmunds, Six Bells","+441449736268 "
-0.19602,51.55203,"Camden, No 77 Wine Bar","+442074357787 "
-3.91249,53.10522,"Capel Curig, St Curigs Church","+441690720469 "
-3.17103,51.48021,"Cardiff, Thai House Restaurant","+442920387404 "
-4.6719,55.96712,"Cardross, Ardardan Estate Farm","+441389849188 "
-1.34793,52.8336,"Castle Donington, Nags Head","+441332850652 "
-3.91119,54.99078,"Castle Douglas, Croys","+441556650237 "
-3.88176,55.03497,"Castle Douglas, Craigadam","+441556650233 "
1.53629,52.73919,"Catfield, The Limes","+441692581221 "
-3.82507,50.69178,"Chagford, Sandy Park Inn","+441647433267 "
-0.57973,51.65148,"Chalfont St Giles, Ivy House","+441494872184 "
-2.91953,50.7424,"Charmouth, Fernhill Hotel","+441297560492 "
-0.52605,51.2154,"Chilworth, Percy Arms","+441483561765 "
-2.118,51.46013,"Chippenham, Revolutions Cafe Bar & Restaurant","+441249447500 "
-1.98989,51.67795,"Cirencester, Wild Duck Inn","+441285770310 "
-2.39307,53.87154,"Clitheroe, Weezos at The Old Tollhouse","+441200424478 "
-2.38892,53.83209,"Clitheroe, Freemasons Arms","+441254822218 "
-0.40955,51.3269,"Cobham, La Capanna","+441932862121 "
-3.3143,54.62167,"Cockermouth, Winder Hall Country House","+44190085107 "
-3.98816,56.37463,"Comrie, Royal Hotel","+441764679200 "
-3.83483,53.24878,"Conwy, Groes Inn","+441492650545 "
-1.51845,52.40831,"Coventry, Turmeric Gold","+442476226603 "
-3.03502,52.00734,"Craswall, Bulls Head","+441981510616 "
-3.15273,51.85824,"Crickhowell, Ty Croeso Hotel","+441873810573 "
-3.09837,51.84052,"Crickhowell, Glangrwyney Court","+441873811288 "
-3.59934,50.32593,"Dartmouth, Stoke Lodge Hotel","+441803770523 "
-0.49877,51.57309,"Denham, Swan Inn","+441895832085 "
-1.40027,52.8022,"Derby, Three Horseshoes Inn","+441332695129 "
1.38595,51.1515,"Dover, The Coastguard","+441304853176 "
-2.51393,56.00352,"Dunbar, Creel Restaurant","+441368863279 "
-3.58329,56.56536,"Dunkeld, The Pend","+441350727586 "
-2.61904,51.30383,"East Harptree, Harptree Court","+441761221729 "
-3.20609,55.95831,"Edinburgh, Blue Parrot Cantina","+441312252941 "
-3.20485,55.95494,"Edinburgh, 40a Heriot Row","+441312262068 "
-3.1919,55.94765,"Edinburgh, Merchants","+441312254009 "
-3.17637,55.97754,"Edinburgh, Britannia Spice","+441315552255 Parking"
-3.26998,54.39805,"Eskdale, Boot Inn","+441946723224 "
-0.85768,51.34831,"Eversley, The Cross","+441189731126 "
-3.81335,56.00296,"Falkirk, La Picardie","+441324631666 "
-0.75569,51.14645,"Farnham, Pride of the Valley Hotel","+441428605799 "
0.43266,51.85658,"Felstead, The Swan","+441371820245 "
-0.28477,54.20656,"Filey, Downcliffe House Hotel","+441723513310 "
-0.52909,51.70118,"Flaunden, Bricklayers Arms","+441442833322 "
-0.65936,50.85621,"Fontwell, Denmans Garden","+441243542808 "
-5.23087,56.71797,"Fort William, Four Seasons Country Pub","+441855821287 "
